Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Fare_Per_KM
2024-07-25 07:57:00,07:57:00,CNR5580150945,Success,CID353161,Prime Plus,Shivajinagar,Banashankari,105.0,85.0,,,No,,2866,UPI,5,"3,9","3,1",573.2
2024-07-29 06:30:00,06:30:00,CNR7193115887,Success,CID579824,Prime SUV,Padmanabhanagar,Jayanagar,63.0,45.0,,,No,,831,Cash,1,"3,8","4,6",831.0
2024-07-10 13:16:00,13:16:00,CNR7347341345,Success,CID229638,Auto,Chamarajpet,Nagarbhavi,231.0,100.0,,,No,,989,UPI,2,"4,2","3,1",494.5
2024-07-24 19:48:00,19:48:00,CNR2257563893,Success,CID588951,Mini,Chamarajpet,MG Road,266.0,130.0,,,No,,692,UPI,1,"3,7",4,692.0
2024-07-22 04:32:00,04:32:00,CNR6063014445,Success,CID328810,Prime Plus,Koramangala,JP Nagar,308.0,85.0,,,No,,947,Cash,1,"3,3","3,3",947.0
2024-07-28 06:57:00,06:57:00,CNR6620311877,Success,CID693691,Auto,Jayanagar,Padmanabhanagar,42.0,55.0,,,No,,2701,UPI,4,"3,3","4,7",675.25
2024-07-15 15:29:00,15:29:00,CNR3606276506,Success,CID949331,eBike,Richmond Town,Padmanabhanagar,301.0,95.0,,,No,,1947,Cash,1,"4,9","3,5",1947.0
2024-07-28 19:49:00,19:49:00,CNR8423252459,Success,CID936094,Auto,Kadugodi,Devanahalli,63.0,25.0,,,No,,887,Cash,1,"4,2",5,887.0
2024-07-07 23:46:00,23:46:00,CNR1843658612,Success,CID859574,Prime SUV,Electronic City,Basavanagudi,70.0,40.0,,,No,,550,Cash,1,"4,3","3,4",550.0
2024-07-23 13:36:00,13:36:00,CNR6547712847,Success,CID569469,Prime Sedan,BTM Layout,Jayanagar,259.0,125.0,,,No,,1649,UPI,3,"3,3","4,2",549.6666666666666
2024-07-06 08:20:00,08:20:00,CNR2746133986,Success,CID463984,Prime Plus,BTM Layout,Jayanagar,49.0,80.0,,,No,,817,UPI,1,"4,9","4,9",817.0
2024-07-04 13:03:00,13:03:00,CNR6777458361,Success,CID101006,Auto,Peenya,Peenya,77.0,85.0,,,Yes,Vehicle Breakdown,613,UPI,1,"4,5","3,3",613.0
2024-07-02 21:52:00,21:52:00,CNR4988068806,Success,CID621872,Prime SUV,Peenya,Kammanahalli,294.0,55.0,,,No,,2805,UPI,3,"4,2","4,5",935.0
2024-07-11 02:19:00,02:19:00,CNR5892379753,Success,CID367635,Auto,Marathahalli,Bannerghatta Road,273.0,105.0,,,No,,2733,UPI,5,"4,8","4,3",546.6
2024-07-12 04:37:00,04:37:00,CNR5809649207,Success,CID353246,eBike,Nagarbhavi,Yelahanka,147.0,30.0,,,No,,532,UPI,1,"4,2","4,5",532.0
2024-07-24 13:39:00,13:39:00,CNR7409205336,Success,CID113193,Auto,Hulimavu,Varthur,126.0,145.0,,,No,,2071,Cash,1,3,"4,4",2071.0
2024-07-21 09:47:00,09:47:00,CNR1698187989,Success,CID912415,Auto,Shivajinagar,Magadi Road,77.0,60.0,,,No,,2588,Cash,1,"4,8","3,8",2588.0
2024-07-13 02:45:00,02:45:00,CNR4285923842,Success,CID235944,Auto,Cox Town,Varthur,294.0,25.0,,,Yes,Other Issue,1087,Cash,1,"4,3","4,2",1087.0
2024-07-04 05:10:00,05:10:00,CNR5047444432,Success,CID884511,Prime Sedan,Frazer Town,Langford Town,126.0,80.0,,,No,,594,Cash,1,"3,7","4,1",594.0
2024-07-25 10:22:00,10:22:00,CNR8768480909,Success,CID470904,Auto,Devanahalli,Vijayanagar,42.0,140.0,,,No,,1269,Cash,2,"4,2","3,2",634.5
2024-07-03 15:54:00,15:54:00,CNR2738346104,Success,CID309582,Prime Plus,RT Nagar,Kadugodi,161.0,100.0,,,No,,2667,UPI,4,"4,3","4,6",666.75
2024-07-11 03:33:00,03:33:00,CNR3494439980,Success,CID216167,eBike,Koramangala,Majestic,112.0,65.0,,,No,,1716,Cash,3,"3,3","4,4",572.0
2024-07-07 00:11:00,00:11:00,CNR5126330839,Success,CID307511,Prime SUV,Magadi Road,Rajarajeshwari Nagar,287.0,80.0,,,No,,2776,UPI,3,4,"3,4",925.3333333333334
2024-07-22 09:11:00,09:11:00,CNR7714444323,Success,CID281024,Auto,Kammanahalli,Padmanabhanagar,147.0,105.0,,,No,,806,Debit Card,1,"3,9","4,5",806.0
2024-07-25 18:04:00,18:04:00,CNR3291011828,Success,CID280095,Mini,Hennur,Koramangala,84.0,110.0,,,No,,2204,Cash,2,"3,7","4,5",1102.0
2024-07-01 18:21:00,18:21:00,CNR7420206392,Success,CID108045,Mini,Magadi Road,Chickpet,154.0,80.0,,,No,,735,UPI,1,4,"3,2",735.0
2024-07-17 07:46:00,07:46:00,CNR9650710703,Success,CID326153,Prime Sedan,Cox Town,Bellandur,287.0,65.0,,,No,,2994,UPI,4,"4,3",3,748.5
2024-07-14 02:08:00,02:08:00,CNR5715271780,Success,CID549203,Prime Plus,Nagarbhavi,Chickpet,259.0,95.0,,,Yes,Customer Demand,826,UPI,1,"3,3",3,826.0
2024-07-07 19:01:00,19:01:00,CNR3834736292,Success,CID500219,Auto,Devanahalli,Chickpet,42.0,45.0,,,No,,797,Cash,1,"3,3","4,3",797.0
2024-07-17 14:22:00,14:22:00,CNR6744443952,Success,CID321727,Bike,JP Nagar,Nagarbhavi,196.0,60.0,,,No,,1731,Cash,1,"4,7","4,6",1731.0
2024-07-17 18:36:00,18:36:00,CNR3636819318,Success,CID859513,Mini,Malleshwaram,Yeshwanthpur,49.0,130.0,,,No,,1494,UPI,1,"4,9","3,2",1494.0
2024-07-08 17:31:00,17:31:00,CNR6206997767,Success,CID787717,Prime Sedan,Hebbal,Yeshwanthpur,301.0,140.0,,,No,,2798,UPI,4,"4,5",4,699.5
2024-07-28 09:53:00,09:53:00,CNR5823975460,Success,CID818309,Prime SUV,Mysore Road,Langford Town,147.0,45.0,,,No,,487,Cash,1,"3,5","3,5",487.0
2024-07-29 12:43:00,12:43:00,CNR5338070876,Success,CID820991,Prime Sedan,Hosur Road,JP Nagar,273.0,110.0,,,No,,2366,Cash,1,"4,5","3,9",2366.0
2024-07-12 05:51:00,05:51:00,CNR3577519196,Success,CID759784,Prime Plus,Peenya,Bannerghatta Road,147.0,60.0,,,No,,843,UPI,1,"4,9","3,9",843.0
2024-07-02 02:14:00,02:14:00,CNR3403968730,Success,CID492656,Auto,Hebbal,Basavanagudi,91.0,95.0,,,No,,2952,UPI,2,"4,8","3,7",1476.0
2024-07-08 19:36:00,19:36:00,CNR9224415424,Success,CID575704,eBike,RT Nagar,Malleshwaram,147.0,45.0,,,No,,997,Cash,2,"4,2","4,8",498.5
2024-07-13 23:44:00,23:44:00,CNR3323765323,Success,CID915858,Auto,Electronic City,HSR Layout,217.0,30.0,,,No,,835,Credit Card,1,"4,7","3,2",835.0
2024-07-18 02:49:00,02:49:00,CNR3600020862,Success,CID827622,Prime Sedan,HSR Layout,Ulsoor,210.0,110.0,,,No,,1461,Cash,1,"3,9","3,3",1461.0
2024-07-30 21:32:00,21:32:00,CNR9304390471,Success,CID686115,Prime Plus,Cox Town,Chickpet,112.0,55.0,,,No,,2013,Cash,3,"4,4","4,9",671.0
2024-07-08 23:42:00,23:42:00,CNR7662146636,Success,CID920760,Auto,Devanahalli,Jayanagar,266.0,130.0,,,No,,493,Cash,1,"3,7","4,5",493.0
2024-07-26 11:56:00,11:56:00,CNR5811718291,Success,CID159467,Prime Sedan,MG Road,Yelahanka,35.0,25.0,,,No,,2329,UPI,2,"4,1","4,8",1164.5
2024-07-14 19:41:00,19:41:00,CNR4008082736,Success,CID425486,Mini,Malleshwaram,JP Nagar,119.0,40.0,,,No,,765,UPI,1,"3,1","4,5",765.0
2024-07-02 19:16:00,19:16:00,CNR3811179245,Success,CID142448,eBike,Ramamurthy Nagar,Electronic City,98.0,110.0,,,No,,2062,UPI,2,"4,8","4,6",1031.0
2024-07-10 08:33:00,08:33:00,CNR9072755662,Success,CID745258,Bike,Frazer Town,Whitefield,301.0,90.0,,,No,,585,UPI,1,"4,9","3,4",585.0
2024-07-21 17:06:00,17:06:00,CNR3559816001,Success,CID945792,Auto,Kammanahalli,Bellandur,210.0,60.0,,,No,,1511,Cash,1,"3,5","4,7",1511.0
2024-07-12 03:08:00,03:08:00,CNR8847914626,Success,CID281459,Prime Sedan,Tumkur Road,Marathahalli,154.0,70.0,,,No,,2223,Cash,2,"4,1","3,7",1111.5
2024-07-19 18:44:00,18:44:00,CNR7991571948,Success,CID674264,Prime SUV,Mysore Road,Bannerghatta Road,245.0,145.0,,,No,,928,UPI,1,"4,7","4,5",928.0
2024-07-09 17:21:00,17:21:00,CNR9616882597,Success,CID742553,Bike,Tumkur Road,Jayanagar,42.0,60.0,,,No,,2335,Cash,2,"4,2","3,4",1167.5
2024-07-17 01:55:00,01:55:00,CNR2262017039,Success,CID556929,Prime SUV,Frazer Town,Sarjapur Road,203.0,35.0,,,No,,2536,Cash,1,"3,6","3,2",2536.0
2024-07-12 02:41:00,02:41:00,CNR9746072674,Success,CID489934,Bike,Yelahanka,Banashankari,203.0,95.0,,,No,,886,Cash,1,"3,8","4,2",886.0
2024-07-22 16:12:00,16:12:00,CNR9128260823,Success,CID835824,Bike,Padmanabhanagar,Kammanahalli,196.0,105.0,,,No,,2224,Cash,4,"3,4","4,1",556.0
2024-07-25 04:27:00,04:27:00,CNR1829903369,Success,CID515022,Bike,Kammanahalli,Bellandur,196.0,125.0,,,No,,1958,Cash,2,"4,6","3,3",979.0
2024-07-24 23:16:00,23:16:00,CNR8071864501,Success,CID291010,Bike,KR Puram,Nagarbhavi,252.0,145.0,,,No,,743,Cash,1,"3,6","3,2",743.0
2024-07-24 06:57:00,06:57:00,CNR4523811022,Success,CID138621,Auto,BTM Layout,Marathahalli,182.0,55.0,,,No,,497,Cash,1,"4,1","3,6",497.0
2024-07-05 14:41:00,14:41:00,CNR8024539801,Success,CID123888,Prime Plus,Mysore Road,Richmond Town,189.0,130.0,,,Yes,Customer Demand,1970,UPI,2,"3,5","4,1",985.0
2024-07-03 23:17:00,23:17:00,CNR2266564680,Success,CID808309,Prime Sedan,Jayanagar,Jayanagar,84.0,110.0,,,No,,717,UPI,1,"4,1","3,9",717.0
2024-07-19 18:35:00,18:35:00,CNR5955582158,Success,CID104904,Mini,Varthur,Basavanagudi,133.0,90.0,,,No,,964,UPI,1,"3,7","3,4",964.0
2024-07-18 18:12:00,18:12:00,CNR4067321299,Success,CID780977,Prime Plus,Rajarajeshwari Nagar,KR Puram,252.0,50.0,,,No,,2236,UPI,2,"3,3","4,7",1118.0
2024-07-11 02:47:00,02:47:00,CNR2732802220,Success,CID184558,Bike,BTM Layout,Bannerghatta Road,224.0,85.0,,,No,,493,Cash,1,"3,3","4,4",493.0
2024-07-06 23:36:00,23:36:00,CNR1823387383,Success,CID332918,Mini,Bannerghatta Road,KR Puram,203.0,50.0,,,No,,512,Cash,1,"4,5","3,1",512.0
2024-07-01 16:07:00,16:07:00,CNR2354757152,Success,CID389784,Auto,Indiranagar,Ulsoor,56.0,40.0,,,Yes,Customer Demand,631,Cash,1,5,"4,4",631.0
2024-07-25 07:48:00,07:48:00,CNR3780977899,Success,CID738684,Auto,Shantinagar,Vijayanagar,259.0,130.0,,,No,,1741,Cash,1,"3,1","3,9",1741.0
2024-07-07 07:21:00,07:21:00,CNR1774062767,Success,CID318076,Auto,Indiranagar,Rajajinagar,273.0,80.0,,,No,,671,Cash,1,"4,9","4,6",671.0
2024-07-09 16:02:00,16:02:00,CNR6158711930,Success,CID302225,Auto,Kengeri,Bellandur,280.0,120.0,,,No,,2683,UPI,1,"4,6","3,4",2683.0
2024-07-19 07:21:00,07:21:00,CNR8813544126,Success,CID274770,Prime SUV,Sahakar Nagar,KR Puram,280.0,50.0,,,No,,1257,Cash,2,"3,1","3,2",628.5
2024-07-15 06:15:00,06:15:00,CNR5779263434,Success,CID451005,Auto,Kadugodi,JP Nagar,301.0,135.0,,,No,,1679,UPI,1,"4,3","3,4",1679.0
2024-07-02 13:34:00,13:34:00,CNR4916479834,Success,CID489870,Prime Plus,Langford Town,Jayanagar,126.0,140.0,,,No,,983,Cash,2,4,"4,7",491.5
2024-07-19 15:49:00,15:49:00,CNR6218904629,Success,CID318403,eBike,Nagarbhavi,Sarjapur Road,259.0,65.0,,,No,,922,Cash,1,"4,4","4,3",922.0
2024-07-24 11:02:00,11:02:00,CNR8711965899,Success,CID361331,Prime Sedan,Indiranagar,Majestic,98.0,125.0,,,No,,680,UPI,1,"3,4","3,5",680.0
2024-07-25 09:49:00,09:49:00,CNR5748098915,Success,CID630641,Mini,Basavanagudi,Frazer Town,70.0,45.0,,,No,,1848,Cash,3,"3,6","3,1",616.0
2024-07-01 03:30:00,03:30:00,CNR1992404318,Success,CID264857,Bike,Bannerghatta Road,Tumkur Road,119.0,80.0,,,No,,680,Cash,1,"4,9","3,8",680.0
2024-07-20 11:29:00,11:29:00,CNR6086581056,Success,CID355122,Auto,Bellandur,Kammanahalli,301.0,125.0,,,No,,535,Cash,1,"4,6","3,6",535.0
2024-07-16 22:59:00,22:59:00,CNR2157658599,Success,CID309994,Prime SUV,Chamarajpet,MG Road,224.0,35.0,,,No,,1738,Cash,3,"4,5","4,3",579.3333333333334
2024-07-23 13:55:00,13:55:00,CNR8279204571,Success,CID660134,eBike,Peenya,Langford Town,245.0,135.0,,,No,,1829,Cash,2,"4,4","3,8",914.5
2024-07-03 16:45:00,16:45:00,CNR9153414599,Success,CID953250,eBike,Mysore Road,Banashankari,49.0,90.0,,,No,,788,Cash,1,"4,7","3,4",788.0
2024-07-02 05:09:00,05:09:00,CNR4803633199,Success,CID656133,Bike,Shantinagar,Kadugodi,35.0,135.0,,,No,,2118,Cash,2,"3,7","4,9",1059.0
2024-07-13 17:42:00,17:42:00,CNR5575838230,Success,CID538303,Auto,Sahakar Nagar,Peenya,70.0,135.0,,,No,,1569,UPI,2,"4,8","4,8",784.5
2024-07-21 05:06:00,05:06:00,CNR4760456262,Success,CID318244,eBike,Malleshwaram,Chamarajpet,42.0,125.0,,,No,,973,UPI,2,"4,9","3,7",486.5
2024-07-22 21:42:00,21:42:00,CNR7100155548,Success,CID411607,Mini,Varthur,Kadugodi,231.0,65.0,,,No,,486,Cash,1,"4,5","4,1",486.0
2024-07-30 05:47:00,05:47:00,CNR6169469516,Success,CID492681,Bike,Vijayanagar,Shantinagar,56.0,65.0,,,No,,2655,Cash,4,"3,8","3,6",663.75
2024-07-19 12:50:00,12:50:00,CNR5152761063,Success,CID194488,Mini,Cox Town,Mysore Road,35.0,110.0,,,No,,964,UPI,1,5,"3,6",964.0
2024-07-28 22:55:00,22:55:00,CNR5807862836,Success,CID777739,Bike,Peenya,Padmanabhanagar,217.0,25.0,,,No,,1139,Cash,1,"4,3","3,8",1139.0
2024-07-29 23:16:00,23:16:00,CNR2762731332,Success,CID417673,Prime Plus,Yeshwanthpur,KR Puram,224.0,45.0,,,No,,2017,UPI,1,"4,2","3,6",2017.0
2024-07-02 10:23:00,10:23:00,CNR5982802075,Success,CID839671,Prime Sedan,BTM Layout,Richmond Town,273.0,55.0,,,No,,1814,UPI,3,"3,8","3,1",604.6666666666666
2024-07-19 00:12:00,00:12:00,CNR8757159228,Success,CID694184,Auto,Tumkur Road,Frazer Town,119.0,55.0,,,No,,2137,UPI,4,"4,5",4,534.25
2024-07-28 19:23:00,19:23:00,CNR9170250740,Success,CID598728,Bike,Koramangala,Bannerghatta Road,119.0,40.0,,,No,,2788,UPI,2,4,"4,9",1394.0
2024-07-17 20:02:00,20:02:00,CNR9777591288,Success,CID456978,Prime Plus,Kadugodi,Sarjapur Road,147.0,135.0,,,No,,675,UPI,1,"4,5","4,1",675.0
2024-07-18 20:52:00,20:52:00,CNR9251695959,Success,CID833688,Prime Plus,Hulimavu,Jayanagar,63.0,80.0,,,No,,2881,Cash,5,5,"3,7",576.2
2024-07-12 03:12:00,03:12:00,CNR6664879502,Success,CID404274,Prime Plus,Frazer Town,Yeshwanthpur,301.0,140.0,,,No,,2662,Cash,1,"3,9","3,8",2662.0
2024-07-25 13:39:00,13:39:00,CNR5533177587,Success,CID137422,Prime Plus,Bannerghatta Road,Devanahalli,70.0,85.0,,,No,,712,Cash,1,4,"3,5",712.0
2024-07-17 11:52:00,11:52:00,CNR2549174387,Success,CID700395,Auto,JP Nagar,Devanahalli,105.0,25.0,,,Yes,Customer Demand,489,Cash,1,"4,3","3,7",489.0
2024-07-23 09:35:00,09:35:00,CNR4604102371,Success,CID779474,Mini,Yeshwanthpur,Sahakar Nagar,42.0,40.0,,,No,,497,Cash,1,3,"4,2",497.0
2024-07-07 22:25:00,22:25:00,CNR4984410508,Success,CID353822,eBike,Banashankari,Rajajinagar,273.0,70.0,,,No,,498,Cash,1,"4,4","3,6",498.0
2024-07-18 06:07:00,06:07:00,CNR5096221566,Success,CID750829,Auto,Frazer Town,Devanahalli,238.0,45.0,,,No,,2030,Cash,2,"4,2","3,2",1015.0
2024-07-06 00:36:00,00:36:00,CNR9565355298,Success,CID327495,Auto,Magadi Road,JP Nagar,245.0,110.0,,,Yes,Vehicle Breakdown,512,UPI,1,"3,6","4,1",512.0
2024-07-10 01:08:00,01:08:00,CNR6578544000,Success,CID989376,Auto,Shivajinagar,Hennur,252.0,145.0,,,No,,492,Cash,1,"4,7","3,2",492.0
2024-07-29 00:47:00,00:47:00,CNR5077422371,Success,CID532393,Mini,Cox Town,Richmond Town,238.0,80.0,,,No,,2524,UPI,3,"4,3","4,1",841.3333333333334
2024-07-06 21:17:00,21:17:00,CNR5083970141,Success,CID125427,Prime Plus,HSR Layout,Padmanabhanagar,266.0,115.0,,,No,,1453,UPI,2,"3,8","4,1",726.5
2024-07-29 03:19:00,03:19:00,CNR3686998222,Success,CID449006,Prime Sedan,HSR Layout,Indiranagar,126.0,145.0,,,No,,1845,Cash,3,"3,2","3,8",615.0
2024-07-20 10:47:00,10:47:00,CNR3246675298,Success,CID277419,Prime Sedan,Rajarajeshwari Nagar,Ulsoor,308.0,85.0,,,Yes,Vehicle Breakdown,704,UPI,1,"3,7",4,704.0
2024-07-08 16:37:00,16:37:00,CNR3444470022,Success,CID329003,Mini,Cox Town,Hulimavu,42.0,30.0,,,Yes,Customer Demand,944,Cash,1,"3,3","3,7",944.0
2024-07-21 19:50:00,19:50:00,CNR9788661660,Success,CID644718,Prime Sedan,Hebbal,Yeshwanthpur,217.0,120.0,,,No,,865,UPI,1,"4,2","3,6",865.0
2024-07-05 06:31:00,06:31:00,CNR6449487398,Success,CID805026,Prime SUV,Kengeri,KR Puram,189.0,115.0,,,No,,774,Cash,1,"4,8","3,5",774.0
2024-07-23 09:20:00,09:20:00,CNR5942514983,Success,CID110164,Auto,Rajajinagar,Padmanabhanagar,182.0,50.0,,,No,,838,UPI,1,4,"4,6",838.0
2024-07-26 12:20:00,12:20:00,CNR8763421755,Success,CID126755,Prime Sedan,Indiranagar,Hennur,301.0,120.0,,,No,,918,Cash,1,"4,9","4,1",918.0
2024-07-21 13:25:00,13:25:00,CNR9790418029,Success,CID735744,Mini,Nagarbhavi,Frazer Town,35.0,70.0,,,Yes,Vehicle Breakdown,2909,UPI,1,"4,9","4,1",2909.0
2024-07-16 06:32:00,06:32:00,CNR3106233374,Success,CID469877,Prime Sedan,Shivajinagar,Malleshwaram,140.0,55.0,,,No,,1530,Cash,2,"4,5","3,9",765.0
2024-07-18 17:34:00,17:34:00,CNR8811505576,Success,CID727938,eBike,BTM Layout,Shantinagar,259.0,95.0,,,No,,495,Cash,1,"3,9","3,1",495.0
2024-07-07 04:37:00,04:37:00,CNR2735754732,Success,CID300382,Mini,BTM Layout,Peenya,140.0,75.0,,,No,,580,UPI,1,"4,5","4,5",580.0
2024-07-09 23:36:00,23:36:00,CNR7977724705,Success,CID217084,Prime Plus,Marathahalli,Magadi Road,245.0,40.0,,,No,,2817,Cash,3,"4,7","4,4",939.0
2024-07-21 07:34:00,07:34:00,CNR7672815300,Success,CID625351,Auto,Mysore Road,Banashankari,231.0,105.0,,,No,,2941,Cash,5,"4,4",5,588.2
2024-07-17 23:01:00,23:01:00,CNR6969216344,Success,CID869642,Prime Sedan,Mysore Road,Vijayanagar,189.0,55.0,,,No,,930,UPI,1,"4,4","4,1",930.0
2024-07-10 01:37:00,01:37:00,CNR5599193693,Success,CID422711,Prime Sedan,Rajajinagar,Electronic City,56.0,75.0,,,No,,1582,UPI,1,4,5,1582.0
2024-07-06 08:22:00,08:22:00,CNR4886950610,Success,CID542403,Prime Plus,Rajajinagar,Mysore Road,119.0,60.0,,,No,,2467,UPI,4,"4,7","4,9",616.75
2024-07-05 14:05:00,14:05:00,CNR7590139695,Success,CID564989,Auto,Varthur,Shivajinagar,147.0,145.0,,,No,,1512,UPI,3,"4,3","4,5",504.0
2024-07-18 19:08:00,19:08:00,CNR3194990258,Success,CID314384,Auto,Malleshwaram,Sahakar Nagar,210.0,30.0,,,No,,1714,UPI,3,"4,2","3,7",571.3333333333334
2024-07-01 03:04:00,03:04:00,CNR9544827072,Success,CID978987,Prime Plus,Whitefield,Vijayanagar,245.0,140.0,,,No,,2767,UPI,4,"4,5",5,691.75
2024-07-29 05:41:00,05:41:00,CNR8023810802,Success,CID976102,Prime SUV,Hosur Road,Magadi Road,133.0,140.0,,,No,,1894,Credit Card,1,"3,7","4,7",1894.0
2024-07-18 19:33:00,19:33:00,CNR7436716199,Success,CID717074,Prime Plus,Vijayanagar,Hebbal,70.0,30.0,,,No,,1945,UPI,4,"3,1","3,4",486.25
2024-07-07 20:59:00,20:59:00,CNR1893509396,Success,CID949166,Mini,Shivajinagar,Hulimavu,70.0,130.0,,,No,,1281,Cash,2,5,"3,2",640.5
2024-07-22 14:33:00,14:33:00,CNR5391474232,Success,CID745020,Prime SUV,Devanahalli,Mysore Road,217.0,35.0,,,No,,1699,UPI,1,"4,6","4,6",1699.0
2024-07-20 12:12:00,12:12:00,CNR9112604987,Success,CID130522,Bike,Sarjapur Road,Padmanabhanagar,105.0,45.0,,,No,,1558,Cash,1,"3,3","4,8",1558.0
2024-07-15 12:00:00,12:00:00,CNR4594386881,Success,CID232929,Prime Sedan,Indiranagar,Kammanahalli,77.0,50.0,,,Yes,Vehicle Breakdown,2705,UPI,2,"3,9",5,1352.5
2024-07-26 02:58:00,02:58:00,CNR1100573061,Success,CID263825,Auto,Hebbal,Yeshwanthpur,98.0,25.0,,,No,,1596,UPI,2,4,"4,8",798.0
2024-07-13 06:56:00,06:56:00,CNR4487732281,Success,CID856899,Prime SUV,Langford Town,Sarjapur Road,126.0,45.0,,,No,,573,Cash,1,"3,5","3,7",573.0
2024-07-15 15:47:00,15:47:00,CNR6389424344,Success,CID258827,Prime SUV,Hosur Road,Hulimavu,168.0,55.0,,,Yes,Customer Demand,2862,Cash,2,"4,9","4,1",1431.0
2024-07-23 07:59:00,07:59:00,CNR7114242598,Success,CID443798,Auto,Devanahalli,Majestic,42.0,95.0,,,Yes,Vehicle Breakdown,2940,UPI,1,"4,1","4,1",2940.0
2024-07-02 18:28:00,18:28:00,CNR6766836134,Success,CID147909,Auto,Langford Town,Whitefield,266.0,75.0,,,Yes,Vehicle Breakdown,1757,Cash,1,"3,6","3,7",1757.0
2024-07-03 14:14:00,14:14:00,CNR1827125407,Success,CID818457,Auto,Yeshwanthpur,Sarjapur Road,294.0,140.0,,,Yes,Customer Demand,1045,UPI,1,"3,2","3,1",1045.0
2024-07-02 18:07:00,18:07:00,CNR5122539485,Success,CID592457,Auto,Rajarajeshwari Nagar,Bannerghatta Road,210.0,140.0,,,No,,2028,Cash,2,"3,5",4,1014.0
2024-07-28 02:04:00,02:04:00,CNR3957070261,Success,CID813491,Prime SUV,Hennur,Langford Town,119.0,70.0,,,No,,539,UPI,1,"3,9","4,8",539.0
2024-07-03 21:01:00,21:01:00,CNR7880698376,Success,CID279011,Bike,Frazer Town,Koramangala,280.0,40.0,,,No,,836,Cash,1,"4,1","4,5",836.0
2024-07-17 07:16:00,07:16:00,CNR5574603626,Success,CID610635,Auto,Nagarbhavi,Marathahalli,189.0,55.0,,,No,,2809,Credit Card,4,"3,4","3,2",702.25
2024-07-15 21:08:00,21:08:00,CNR4354216469,Success,CID277919,Mini,Langford Town,Shantinagar,231.0,100.0,,,No,,2050,Cash,3,"4,6","4,5",683.3333333333334
2024-07-04 06:39:00,06:39:00,CNR8139277321,Success,CID758968,Prime Plus,Tumkur Road,Vijayanagar,70.0,135.0,,,No,,833,UPI,1,"4,3","3,3",833.0
2024-07-02 13:18:00,13:18:00,CNR1192486278,Success,CID429869,Prime Sedan,BTM Layout,Hebbal,63.0,125.0,,,No,,778,Cash,1,"3,3","4,4",778.0
2024-07-30 15:20:00,15:20:00,CNR6018468312,Success,CID410766,Mini,Majestic,Bannerghatta Road,196.0,30.0,,,Yes,Customer Demand,1230,UPI,2,5,"4,5",615.0
2024-07-10 09:02:00,09:02:00,CNR5038949329,Success,CID991382,Bike,Banashankari,Rajajinagar,35.0,55.0,,,No,,2259,Cash,2,"4,4","3,7",1129.5
2024-07-22 22:29:00,22:29:00,CNR9519574812,Success,CID205798,eBike,Shivajinagar,Varthur,203.0,100.0,,,No,,899,Cash,1,"3,8","4,3",899.0
2024-07-29 04:53:00,04:53:00,CNR9878158921,Success,CID813001,Mini,JP Nagar,Magadi Road,294.0,90.0,,,No,,2952,UPI,6,5,"3,7",492.0
2024-07-17 07:49:00,07:49:00,CNR7912470993,Success,CID402709,Prime SUV,Varthur,Chickpet,273.0,95.0,,,No,,621,UPI,1,"4,3","3,2",621.0
2024-07-25 11:56:00,11:56:00,CNR1754948109,Success,CID617241,Auto,Electronic City,Tumkur Road,91.0,130.0,,,No,,487,Credit Card,1,"3,5","3,5",487.0
2024-07-05 09:25:00,09:25:00,CNR7254958216,Success,CID842829,Prime Plus,Hennur,Shivajinagar,266.0,75.0,,,No,,1967,Cash,1,"4,8","3,4",1967.0
2024-07-16 02:43:00,02:43:00,CNR1054397974,Success,CID645398,Prime Plus,Whitefield,Chamarajpet,77.0,140.0,,,No,,621,Cash,1,"3,3","4,3",621.0
2024-07-28 08:11:00,08:11:00,CNR8156926208,Success,CID386564,Prime Plus,Marathahalli,Rajajinagar,126.0,50.0,,,No,,958,UPI,1,"4,2","3,1",958.0
2024-07-13 16:21:00,16:21:00,CNR3162230462,Success,CID919299,Mini,Hosur Road,Rajajinagar,105.0,30.0,,,No,,2171,Cash,4,"3,9","3,7",542.75
2024-07-09 06:05:00,06:05:00,CNR9752581859,Success,CID214148,Bike,Chickpet,MG Road,182.0,70.0,,,No,,2584,UPI,4,"4,9",5,646.0
2024-07-02 14:42:00,14:42:00,CNR6325354163,Success,CID697307,Auto,JP Nagar,Mysore Road,182.0,60.0,,,No,,989,UPI,1,"3,2","3,1",989.0
2024-07-26 02:12:00,02:12:00,CNR4356010181,Success,CID342011,Prime SUV,Shantinagar,Ramamurthy Nagar,98.0,135.0,,,No,,917,Cash,1,"4,1",3,917.0
2024-07-19 15:56:00,15:56:00,CNR3339241830,Success,CID104685,Auto,Langford Town,Padmanabhanagar,259.0,80.0,,,No,,2385,UPI,3,4,"3,7",795.0
2024-07-06 16:11:00,16:11:00,CNR6158075145,Success,CID533186,Auto,Varthur,Hennur,245.0,130.0,,,No,,1528,UPI,1,4,3,1528.0
